"국사비","검사실명","검사종류","진료과순번","진료과명","접수월","횟수"
"사비","CT검사","Head & Neck","11","신경외과","2월","17"
"사비","MRI검사","Head & Neck","11","신경외과","2월","11"
"사비","MRI검사","Spine","11","신경외과","2월","5"
"사비","PACS실","Others","11","신경외과","2월","1"
"사비","골밀도","골밀도","11","신경외과","2월","2"
"사비","일반검사","Chest","11","신경외과","2월","1"
"사비","일반검사","Lower. Ext.","11","신경외과","2월","1"
"사비","일반검사","Spine","11","신경외과","2월","28"
"사비","초음파검사","Doppler","11","신경외과","2월","1"
"사비","CT검사","Head & Neck","11","신경외과","3월","10"
"사비","MRI검사","Head & Neck","11","신경외과","3월","10"
"사비","MRI검사","Spine","11","신경외과","3월","2"
"사비","일반검사","Chest","11","신경외과","3월","5"
"사비","일반검사","Lower. Ext.","11","신경외과","3월","1"
"사비","일반검사","Skull","11","신경외과","3월","2"
"사비","일반검사","Spine","11","신경외과","3월","56"
"사비","초음파검사","Doppler","11","신경외과","3월","1"
"사비","CT검사","Head & Neck","11","신경외과","4월","18"
"사비","MRI검사","Head & Neck","11","신경외과","4월","6"
"사비","MRI검사","Spine","11","신경외과","4월","13"
"사비","골밀도","골밀도","11","신경외과","4월","2"
"사비","일반검사","Chest","11","신경외과","4월","1"
"사비","일반검사","Lower. Ext.","11","신경외과","4월","2"
"사비","일반검사","Spine","11","신경외과","4월","64"
"사비","CT검사","Head & Neck","11","신경외과","5월","14"
"사비","MRI검사","Head & Neck","11","신경외과","5월","9"
"사비","MRI검사","Spine","11","신경외과","5월","12"
"사비","골밀도","골밀도","11","신경외과","5월","2"
"사비","일반검사","Chest","11","신경외과","5월","4"
"사비","일반검사","Lower. Ext.","11","신경외과","5월","1"
"사비","일반검사","Spine","11","신경외과","5월","65"
"사비","일반검사","Upper. Ext.","11","신경외과","5월","6"
"사비","CT검사","Head & Neck","11","신경외과","6월","6"
"사비","CT검사","Spine","11","신경외과","6월","1"
"사비","MRI검사","Head & Neck","11","신경외과","6월","1"
"사비","MRI검사","Spine","11","신경외과","6월","9"
"사비","PACS실","Others","11","신경외과","6월","1"
"사비","일반검사","Chest","11","신경외과","6월","1"
"사비","일반검사","Spine","11","신경외과","6월","46"
"사비","CT검사","Head & Neck","11","신경외과","7월","18"
"사비","CT검사","Spine","11","신경외과","7월","1"
"사비","MRI검사","Head & Neck","11","신경외과","7월","2"
"사비","MRI검사","Lower Ext.","11","신경외과","7월","1"
"사비","MRI검사","Spine","11","신경외과","7월","4"
"사비","골밀도","골밀도","11","신경외과","7월","4"
"사비","일반검사","Chest","11","신경외과","7월","1"
"사비","일반검사","Lower. Ext.","11","신경외과","7월","1"
"사비","일반검사","Spine","11","신경외과","7월","46"
"사비","CT검사","Head & Neck","11","신경외과","8월","1"
"사비","CT검사","Spine","11","신경외과","8월","1"
"사비","일반검사","Spine","11","신경외과","8월","16"
"사비","일반검사","Upper. Ext.","11","신경외과","8월","4"
"사비","CT검사","Head & Neck","11","신경외과","9월","1"
"사비","골밀도","골밀도","11","신경외과","9월","2"
"사비","일반검사","Chest","11","신경외과","9월","7"
"사비","일반검사","Spine","11","신경외과","9월","14"
"사비","CT검사","Head & Neck","11","신경외과","10월","8"
"사비","MRI검사","Head & Neck","11","신경외과","10월","1"
"사비","MRI검사","Spine","11","신경외과","10월","3"
"사비","일반검사","Chest","11","신경외과","10월","4"
"사비","일반검사","Lower. Ext.","11","신경외과","10월","5"
"사비","일반검사","Skull","11","신경외과","10월","2"
"사비","일반검사","Spine","11","신경외과","10월","32"
"사비","일반검사","Upper. Ext.","11","신경외과","10월","10"
"사비","초음파검사","Doppler","11","신경외과","10월","1"
"사비","CT검사","Head & Neck","11","신경외과","11월","7"
"사비","MRI검사","Head & Neck","11","신경외과","11월","2"
"사비","MRI검사","Spine","11","신경외과","11월","3"
"사비","골밀도","골밀도","11","신경외과","11월","2"
"사비","일반검사","Chest","11","신경외과","11월","2"
"사비","일반검사","Spine","11","신경외과","11월","14"
"사비","초음파검사","Doppler","11","신경외과","11월","2"
"사비","CT검사","Chest","11","신경외과","12월","1"
"사비","CT검사","Head & Neck","11","신경외과","12월","12"
"사비","CT검사","Spine","11","신경외과","12월","1"
"사비","MRI검사","Head & Neck","11","신경외과","12월","11"
"사비","MRI검사","Spine","11","신경외과","12월","8"
"사비","일반검사","Chest","11","신경외과","12월","8"
"사비","일반검사","Lower. Ext.","11","신경외과","12월","3"
"사비","일반검사","Spine","11","신경외과","12월","20"
"사비","초음파검사","Doppler","11","신경외과","12월","1"
"국비","일반검사","Chest","14","안과","1월","4"
"국비","일반검사","Chest","14","안과","2월","2"
"국비","일반검사","Chest","14","안과","3월","5"
"국비","일반검사","Chest","14","안과","4월","8"
"국비","일반검사","Chest","14","안과","5월","4"
"국비","일반검사","Chest","14","안과","6월","5"
"국비","일반검사","Chest","14","안과","7월","10"
"국비","일반검사","Chest","14","안과","8월","4"
"국비","일반검사","Chest","14","안과","9월","5"
"국비","일반검사","Chest","14","안과","10월","7"
"국비","일반검사","Chest","14","안과","11월","5"
"국비","일반검사","Chest","14","안과","12월","2"
"사비","일반검사","Chest","14","안과","1월","10"
"사비","일반검사","Chest","14","안과","2월","12"
"사비","일반검사","Chest","14","안과","3월","7"
"사비","일반검사","Chest","14","안과","4월","18"
"사비","일반검사","Chest","14","안과","5월","9"
"사비","일반검사","Chest","14","안과","6월","6"
"사비","일반검사","Chest","14","안과","7월","11"
"사비","일반검사","Chest","14","안과","8월","9"
"사비","일반검사","Chest","14","안과","9월","9"
"사비","일반검사","Chest","14","안과","10월","13"
"사비","일반검사","Chest","14","안과","11월","8"
"사비","일반검사","Skull","14","안과","11월","2"
"사비","일반검사","Chest","14","안과","12월","11"
"국비","CT검사","Chest","15","이비인후과","1월","2"
"국비","CT검사","Head & Neck","15","이비인후과","1월","17"
"국비","MRI검사","Head & Neck","15","이비인후과","1월","2"
"국비","일반검사","Chest","15","이비인후과","1월","8"
"국비","일반검사","Skull","15","이비인후과","1월","20"
"국비","CT검사","Head & Neck","15","이비인후과","2월","16"
"국비","MRI검사","Head & Neck","15","이비인후과","2월","4"
"국비","일반검사","Chest","15","이비인후과","2월","13"
"국비","일반검사","Skull","15","이비인후과","2월","12"
"국비","CT검사","Chest","15","이비인후과","3월","2"
"국비","CT검사","Head & Neck","15","이비인후과","3월","18"
"국비","MRI검사","Head & Neck","15","이비인후과","3월","4"
"국비","일반검사","Chest","15","이비인후과","3월","15"
"국비","일반검사","Skull","15","이비인후과","3월","11"
"국비","초음파검사","Head & Neck","15","이비인후과","3월","1"
"국비","CT검사","Chest","15","이비인후과","4월","1"
"국비","CT검사","Head & Neck","15","이비인후과","4월","11"
"국비","MRI검사","Head & Neck","15","이비인후과","4월","3"
"국비","일반검사","Abdomen","15","이비인후과","4월","1"
"국비","일반검사","Chest","15","이비인후과","4월","8"
"국비","일반검사","Skull","15","이비인후과","4월","8"
"국비","CT검사","Chest","15","이비인후과","5월","1"
"국비","CT검사","Head & Neck","15","이비인후과","5월","8"
"국비","일반검사","Chest","15","이비인후과","5월","8"
"국비","일반검사","Skull","15","이비인후과","5월","11"
"국비","CT검사","Chest","15","이비인후과","6월","2"
"국비","CT검사","Head & Neck","15","이비인후과","6월","12"
"국비","일반검사","Chest","15","이비인후과","6월","9"
"국비","일반검사","Skull","15","이비인후과","6월","7"
"국비","CT검사","Head & Neck","15","이비인후과","7월","10"
"국비","일반검사","Chest","15","이비인후과","7월","4"
"국비","일반검사","Skull","15","이비인후과","7월","6"
"국비","CT검사","Head & Neck","15","이비인후과","8월","4"
"국비","일반검사","Chest","15","이비인후과","8월","5"
"국비","일반검사","Skull","15","이비인후과","8월","5"
"국비","CT검사","Head & Neck","15","이비인후과","9월","3"
"국비","일반검사","Chest","15","이비인후과","9월","5"
"국비","일반검사","Skull","15","이비인후과","9월","7"
"국비","CT검사","Head & Neck","15","이비인후과","10월","4"
"국비","일반검사","Chest","15","이비인후과","10월","3"
"국비","일반검사","Skull","15","이비인후과","10월","8"
"국비","CT검사","Head & Neck","15","이비인후과","11월","5"
"국비","PACS실","Others","15","이비인후과","11월","1"
"국비","일반검사","Chest","15","이비인후과","11월","12"
"국비","일반검사","Skull","15","이비인후과","11월","12"
"국비","CT검사","Chest","15","이비인후과","12월","1"
"국비","CT검사","Head & Neck","15","이비인후과","12월","2"
"국비","일반검사","Chest","15","이비인후과","12월","7"
"국비","일반검사","Skull","15","이비인후과","12월","5"
"사비","CT검사","Chest","15","이비인후과","1월","2"
"사비","CT검사","Head & Neck","15","이비인후과","1월","19"
"사비","MRI검사","Head & Neck","15","이비인후과","1월","2"
"사비","일반검사","Chest","15","이비인후과","1월","18"
"사비","일반검사","Skull","15","이비인후과","1월","30"
"사비","CT검사","Chest","15","이비인후과","2월","2"
"사비","CT검사","Head & Neck","15","이비인후과","2월","14"
"사비","MRI검사","Head & Neck","15","이비인후과","2월","5"
"사비","일반검사","Chest","15","이비인후과","2월","14"
"사비","일반검사","Skull","15","이비인후과","2월","33"
"사비","CT검사","Chest","15","이비인후과","3월","1"
"사비","CT검사","Head & Neck","15","이비인후과","3월","10"
"사비","일반검사","Chest","15","이비인후과","3월","19"
"사비","일반검사","Skull","15","이비인후과","3월","30"
"사비","초음파검사","Head & Neck","15","이비인후과","3월","1"
"사비","CT검사","Chest","15","이비인후과","4월","2"
"사비","CT검사","Head & Neck","15","이비인후과","4월","11"
"사비","일반검사","Chest","15","이비인후과","4월","23"
"사비","일반검사","Skull","15","이비인후과","4월","17"
"사비","CT검사","Chest","15","이비인후과","5월","3"
"사비","CT검사","Head & Neck","15","이비인후과","5월","8"
"사비","일반검사","Chest","15","이비인후과","5월","20"
"사비","일반검사","Skull","15","이비인후과","5월","22"
"사비","CT검사","Chest","15","이비인후과","6월","1"
"사비","CT검사","Head & Neck","15","이비인후과","6월","14"
"사비","MRI검사","Head & Neck","15","이비인후과","6월","1"
"사비","일반검사","Chest","15","이비인후과","6월","16"
"사비","일반검사","Lower. Ext.","15","이비인후과","6월","2"
"사비","일반검사","Skull","15","이비인후과","6월","14"
"사비","CT검사","Head & Neck","15","이비인후과","7월","13"
"사비","PACS실","Others","15","이비인후과","7월","1"
"사비","골밀도","골밀도","15","이비인후과","7월","2"
"사비","일반검사","Chest","15","이비인후과","7월","10"
"사비","일반검사","Skull","15","이비인후과","7월","15"
"사비","CT검사","Chest","15","이비인후과","8월","2"
"사비","CT검사","Head & Neck","15","이비인후과","8월","7"
"사비","MRI검사","Head & Neck","15","이비인후과","8월","1"
"사비","일반검사","Chest","15","이비인후과","8월","9"
"사비","일반검사","Skull","15","이비인후과","8월","11"
"사비","CT검사","Head & Neck","15","이비인후과","9월","4"
"사비","일반검사","Chest","15","이비인후과","9월","9"
"사비","일반검사","Skull","15","이비인후과","9월","11"
"사비","CT검사","Head & Neck","15","이비인후과","10월","9"
"사비","일반검사","Chest","15","이비인후과","10월","13"
"사비","일반검사","Skull","15","이비인후과","10월","10"
"사비","CT검사","Head & Neck","15","이비인후과","11월","3"
"사비","일반검사","Chest","15","이비인후과","11월","3"
"사비","일반검사","Skull","15","이비인후과","11월","6"
"사비","CT검사","Head & Neck","15","이비인후과","12월","8"
"사비","일반검사","Chest","15","이비인후과","12월","10"
"사비","일반검사","Skull","15","이비인후과","12월","18"
"국비","CT검사","Abdomen & Pelvis","18","비뇨의학과","1월","8"
"국비","CT검사","Chest","18","비뇨의학과","1월","1"
"국비","PACS실","Others","18","비뇨의학과","1월","2"
"국비","기타","Abdomen","18","비뇨의학과","1월","2"
"국비","기타","Chest","18","비뇨의학과","1월","2"
"국비","일반검사","Abdomen","18","비뇨의학과","1월","9"
"국비","일반검사","Chest","18","비뇨의학과","1월","18"
"국비","일반검사","Spine","18","비뇨의학과","1월","22"
"국비","CT검사","Abdomen & Pelvis","18","비뇨의학과","2월","8"
"국비","CT검사","Chest","18","비뇨의학과","2월","2"
"국비","MRI검사","Abdomen & Pelvis","18","비뇨의학과","2월","3"
"국비","기타","Abdomen","18","비뇨의학과","2월","2"
"국비","기타","Chest","18","비뇨의학과","2월","2"
"국비","일반검사","Abdomen","18","비뇨의학과","2월","2"
"국비","일반검사","Chest","18","비뇨의학과","2월","15"
"국비","일반검사","Spine","18","비뇨의학과","2월","22"
"국비","CT검사","Abdomen & Pelvis","18","비뇨의학과","3월","7"
"국비","CT검사","Chest","18","비뇨의학과","3월","1"
"국비","MRI검사","Abdomen & Pelvis","18","비뇨의학과","3월","1"
"국비","PACS실","Others","18","비뇨의학과","3월","1"
"국비","골밀도","골밀도","18","비뇨의학과","3월","2"
"국비","기타","Abdomen","18","비뇨의학과","3월","3"
"국비","기타","Chest","18","비뇨의학과","3월","3"
"국비","일반검사","Chest","18","비뇨의학과","3월","14"
"국비","일반검사","Spine","18","비뇨의학과","3월","28"
"국비","CT검사","Abdomen & Pelvis","18","비뇨의학과","4월","5"
"국비","CT검사","Chest","18","비뇨의학과","4월","1"
"국비","MRI검사","Abdomen & Pelvis","18","비뇨의학과","4월","6"
"국비","기타","Abdomen","18","비뇨의학과","4월","4"
"국비","기타","Chest","18","비뇨의학과","4월","3"
"국비","일반검사","Abdomen","18","비뇨의학과","4월","19"
"국비","일반검사","Chest","18","비뇨의학과","4월","22"
"국비","일반검사","Spine","18","비뇨의학과","4월","20"
"국비","CT검사","Abdomen & Pelvis","18","비뇨의학과","5월","13"
"국비","MRI검사","Abdomen & Pelvis","18","비뇨의학과","5월","1"
"국비","MRI검사","Lower Ext.","18","비뇨의학과","5월","2"
"국비","PACS실","Others","18","비뇨의학과","5월","1"
"국비","기타","Abdomen","18","비뇨의학과","5월","3"
"국비","기타","Chest","18","비뇨의학과","5월","3"
"국비","일반검사","Abdomen","18","비뇨의학과","5월","6"
"국비","일반검사","Chest","18","비뇨의학과","5월","14"
"국비","일반검사","Spine","18","비뇨의학과","5월","20"
"국비","CT검사","Abdomen & Pelvis","18","비뇨의학과","6월","14"
"국비","CT검사","Chest","18","비뇨의학과","6월","4"
"국비","MRI검사","Abdomen & Pelvis","18","비뇨의학과","6월","3"
"국비","MRI검사","Head & Neck","18","비뇨의학과","6월","3"
"국비","PACS실","Others","18","비뇨의학과","6월","1"
"국비","기타","Abdomen","18","비뇨의학과","6월","2"
"국비","기타","Chest","18","비뇨의학과","6월","3"
"국비","일반검사","Abdomen","18","비뇨의학과","6월","8"
"국비","일반검사","Chest","18","비뇨의학과","6월","8"
"국비","일반검사","Spine","18","비뇨의학과","6월","8"
"국비","CT검사","Abdomen & Pelvis","18","비뇨의학과","7월","11"
"국비","CT검사","Chest","18","비뇨의학과","7월","3"
"국비","MRI검사","Abdomen & Pelvis","18","비뇨의학과","7월","3"
"국비","PACS실","Others","18","비뇨의학과","7월","1"
"국비","기타","Abdomen","18","비뇨의학과","7월","11"
"국비","기타","Chest","18","비뇨의학과","7월","18"
"국비","일반검사","Abdomen","18","비뇨의학과","7월","9"
"국비","일반검사","Chest","18","비뇨의학과","7월","18"
"국비","일반검사","Spine","18","비뇨의학과","7월","18"
"국비","CT검사","Abdomen & Pelvis","18","비뇨의학과","8월","10"
"국비","CT검사","Chest","18","비뇨의학과","8월","2"
"국비","MRI검사","Abdomen & Pelvis","18","비뇨의학과","8월","1"
"국비","PACS실","Others","18","비뇨의학과","8월","4"
"국비","기타","Abdomen","18","비뇨의학과","8월","18"
"국비","기타","Chest","18","비뇨의학과","8월","16"
"국비","일반검사","Abdomen","18","비뇨의학과","8월","10"
"국비","일반검사","Chest","18","비뇨의학과","8월","17"
"국비","일반검사","Spine","18","비뇨의학과","8월","20"
"국비","CT검사","Abdomen & Pelvis","18","비뇨의학과","9월","12"
"국비","MRI검사","Abdomen & Pelvis","18","비뇨의학과","9월","2"
"국비","MRI검사","Head & Neck","18","비뇨의학과","9월","6"
"국비","PACS실","Others","18","비뇨의학과","9월","1"
"국비","기타","Abdomen","18","비뇨의학과","9월","1"
"국비","기타","Chest","18","비뇨의학과","9월","3"
"국비","일반검사","Abdomen","18","비뇨의학과","9월","2"
"국비","일반검사","Chest","18","비뇨의학과","9월","12"
"국비","일반검사","Spine","18","비뇨의학과","9월","22"
"국비","CT검사","Abdomen & Pelvis","18","비뇨의학과","10월","6"
"국비","CT검사","Chest","18","비뇨의학과","10월","1"
"국비","CT검사","Hip & Pelvic Bone","18","비뇨의학과","10월","1"
"국비","MRI검사","Abdomen & Pelvis","18","비뇨의학과","10월","2"
"국비","기타","Abdomen","18","비뇨의학과","10월","2"
"국비","기타","Chest","18","비뇨의학과","10월","1"
"국비","일반검사","Chest","18","비뇨의학과","10월","19"
"국비","일반검사","Spine","18","비뇨의학과","10월","24"
"국비","CT검사","Abdomen & Pelvis","18","비뇨의학과","11월","21"
"국비","MRI검사","Abdomen & Pelvis","18","비뇨의학과","11월","4"
"국비","PACS실","Others","18","비뇨의학과","11월","1"
"국비","골밀도","골밀도","18","비뇨의학과","11월","6"
"국비","일반검사","Abdomen","18","비뇨의학과","11월","8"
"국비","일반검사","Chest","18","비뇨의학과","11월","27"
"국비","일반검사","Spine","18","비뇨의학과","11월","44"
"국비","CT검사","Abdomen & Pelvis","18","비뇨의학과","12월","15"
"국비","CT검사","Chest","18","비뇨의학과","12월","3"
"국비","MRI검사","Abdomen & Pelvis","18","비뇨의학과","12월","5"
"국비","PACS실","Others","18","비뇨의학과","12월","2"
"국비","골밀도","골밀도","18","비뇨의학과","12월","4"
"국비","기타","Abdomen","18","비뇨의학과","12월","4"
"국비","기타","Chest","18","비뇨의학과","12월","4"
"국비","일반검사","Abdomen","18","비뇨의학과","12월","2"
"국비","일반검사","Chest","18","비뇨의학과","12월","23"
"국비","일반검사","Spine","18","비뇨의학과","12월","40"
"사비","CT검사","Abdomen & Pelvis","18","비뇨의학과","1월","12"
"사비","CT검사","Chest","18","비뇨의학과","1월","1"
"사비","MRI검사","Abdomen & Pelvis","18","비뇨의학과","1월","1"
"사비","기타","Abdomen","18","비뇨의학과","1월","5"
"사비","기타","Chest","18","비뇨의학과","1월","4"
"사비","일반검사","Abdomen","18","비뇨의학과","1월","21"
"사비","일반검사","Chest","18","비뇨의학과","1월","26"
"사비","일반검사","Spine","18","비뇨의학과","1월","36"
"사비","CT검사","Abdomen & Pelvis","18","비뇨의학과","2월","16"
"사비","CT검사","Head & Neck","18","비뇨의학과","2월","1"
"사비","MRI검사","Abdomen & Pelvis","18","비뇨의학과","2월","4"
"사비","PACS실","Others","18","비뇨의학과","2월","2"
"사비","기타","Abdomen","18","비뇨의학과","2월","2"
"사비","기타","Chest","18","비뇨의학과","2월","2"
"사비","일반검사","Abdomen","18","비뇨의학과","2월","3"
"사비","일반검사","Chest","18","비뇨의학과","2월","13"
"사비","일반검사","Spine","18","비뇨의학과","2월","20"
"사비","CT검사","Abdomen & Pelvis","18","비뇨의학과","3월","17"
"사비","MRI검사","Abdomen & Pelvis","18","비뇨의학과","3월","7"
"사비","기타","Abdomen","18","비뇨의학과","3월","4"
"사비","기타","Chest","18","비뇨의학과","3월","3"
"사비","일반검사","Abdomen","18","비뇨의학과","3월","8"
"사비","일반검사","Chest","18","비뇨의학과","3월","13"
"사비","일반검사","Spine","18","비뇨의학과","3월","22"
"사비","CT검사","Abdomen & Pelvis","18","비뇨의학과","4월","13"
"사비","MRI검사","Abdomen & Pelvis","18","비뇨의학과","4월","3"
"사비","기타","Abdomen","18","비뇨의학과","4월","4"
"사비","기타","Chest","18","비뇨의학과","4월","3"
"사비","일반검사","Abdomen","18","비뇨의학과","4월","13"
"사비","일반검사","Chest","18","비뇨의학과","4월","15"
"사비","일반검사","Spine","18","비뇨의학과","4월","24"
"사비","CT검사","Abdomen & Pelvis","18","비뇨의학과","5월","20"
"사비","CT검사","Chest","18","비뇨의학과","5월","2"
"사비","MRI검사","Abdomen & Pelvis","18","비뇨의학과","5월","9"
"사비","PACS실","Others","18","비뇨의학과","5월","1"
"사비","골밀도","골밀도","18","비뇨의학과","5월","2"
"사비","기타","Abdomen","18","비뇨의학과","5월","6"
"사비","기타","Chest","18","비뇨의학과","5월","6"
"사비","일반검사","Abdomen","18","비뇨의학과","5월","8"
"사비","일반검사","Chest","18","비뇨의학과","5월","17"
"사비","일반검사","Spine","18","비뇨의학과","5월","28"
"사비","CT검사","Abdomen & Pelvis","18","비뇨의학과","6월","12"
"사비","CT검사","Chest","18","비뇨의학과","6월","4"
"사비","MRI검사","Abdomen & Pelvis","18","비뇨의학과","6월","4"
"사비","PACS실","Others","18","비뇨의학과","6월","3"
"사비","기타","Abdomen","18","비뇨의학과","6월","7"
"사비","기타","Chest","18","비뇨의학과","6월","6"
"사비","일반검사","Abdomen","18","비뇨의학과","6월","6"
"사비","일반검사","Chest","18","비뇨의학과","6월","19"
"사비","일반검사","Spine","18","비뇨의학과","6월","28"
"사비","CT검사","Abdomen & Pelvis","18","비뇨의학과","7월","12"
"사비","CT검사","Chest","18","비뇨의학과","7월","4"
"사비","MRI검사","Abdomen & Pelvis","18","비뇨의학과","7월","9"
"사비","PACS실","Others","18","비뇨의학과","7월","2"
"사비","기타","Abdomen","18","비뇨의학과","7월","11"
"사비","기타","Chest","18","비뇨의학과","7월","11"
"사비","일반검사","Abdomen","18","비뇨의학과","7월","6"
"사비","일반검사","Chest","18","비뇨의학과","7월","23"
"사비","일반검사","Spine","18","비뇨의학과","7월","30"
"사비","CT검사","Abdomen & Pelvis","18","비뇨의학과","8월","12"
"사비","CT검사","Chest","18","비뇨의학과","8월","2"
"사비","PACS실","Others","18","비뇨의학과","8월","2"
"사비","기타","Abdomen","18","비뇨의학과","8월","12"
"사비","기타","Chest","18","비뇨의학과","8월","8"
"사비","일반검사","Abdomen","18","비뇨의학과","8월","14"
"사비","일반검사","Chest","18","비뇨의학과","8월","29"
"사비","일반검사","Spine","18","비뇨의학과","8월","28"
"사비","CT검사","Abdomen & Pelvis","18","비뇨의학과","9월","8"
"사비","MRI검사","Head & Neck","18","비뇨의학과","9월","1"
"사비","PACS실","Others","18","비뇨의학과","9월","3"
"사비","기타","Abdomen","18","비뇨의학과","9월","9"
"사비","기타","Chest","18","비뇨의학과","9월","4"
"사비","일반검사","Chest","18","비뇨의학과","9월","8"
"사비","일반검사","Spine","18","비뇨의학과","9월","14"
"사비","CT검사","Abdomen & Pelvis","18","비뇨의학과","10월","11"
"사비","CT검사","Chest","18","비뇨의학과","10월","1"
"사비","MRI검사","Abdomen & Pelvis","18","비뇨의학과","10월","1"
"사비","PACS실","Others","18","비뇨의학과","10월","1"
"사비","골밀도","골밀도","18","비뇨의학과","10월","2"
"사비","기타","Abdomen","18","비뇨의학과","10월","3"
"사비","기타","Chest","18","비뇨의학과","10월","2"
"사비","일반검사","Abdomen","18","비뇨의학과","10월","2"
"사비","일반검사","Chest","18","비뇨의학과","10월","14"
"사비","일반검사","Spine","18","비뇨의학과","10월","30"
"사비","CT검사","Abdomen & Pelvis","18","비뇨의학과","11월","14"
"사비","CT검사","Chest","18","비뇨의학과","11월","1"
"사비","CT검사","Hip & Pelvic Bone","18","비뇨의학과","11월","1"
"사비","MRI검사","Abdomen & Pelvis","18","비뇨의학과","11월","9"
"사비","PACS실","Others","18","비뇨의학과","11월","2"
"사비","기타","Abdomen","18","비뇨의학과","11월","6"
"사비","기타","Chest","18","비뇨의학과","11월","6"
"사비","일반검사","Abdomen","18","비뇨의학과","11월","18"
"사비","일반검사","Chest","18","비뇨의학과","11월","14"
"사비","일반검사","Spine","18","비뇨의학과","11월","16"
"사비","CT검사","Abdomen & Pelvis","18","비뇨의학과","12월","17"
"사비","CT검사","Chest","18","비뇨의학과","12월","1"
"사비","MRI검사","Abdomen & Pelvis","18","비뇨의학과","12월","9"
"사비","PACS실","Others","18","비뇨의학과","12월","1"
"사비","기타","Abdomen","18","비뇨의학과","12월","3"
"사비","기타","Chest","18","비뇨의학과","12월","4"
"사비","일반검사","Abdomen","18","비뇨의학과","12월","19"
"사비","일반검사","Chest","18","비뇨의학과","12월","22"
"사비","일반검사","Spine","18","비뇨의학과","12월","22"
"국비","일반검사","Chest","21","가정의학과","1월","17"
"국비","초음파검사","Head & Neck","21","가정의학과","1월","1"
"국비","CT검사","Chest","21","가정의학과","2월","1"
"국비","골밀도","골밀도","21","가정의학과","2월","2"
"국비","기타","Chest","21","가정의학과","2월","1"
"국비","일반검사","Chest","21","가정의학과","2월","34"
"국비","일반검사","Spine","21","가정의학과","2월","2"
"국비","일반검사","Upper. Ext.","21","가정의학과","2월","4"
"국비","CT검사","Chest","21","가정의학과","3월","1"
"국비","일반검사","Abdomen","21","가정의학과","3월","1"
"국비","일반검사","Chest","21","가정의학과","3월","31"
"국비","CT검사","Abdomen & Pelvis","21","가정의학과","4월","1"
"국비","골밀도","골밀도","21","가정의학과","4월","2"
"국비","일반검사","Chest","21","가정의학과","4월","28"
"국비","일반검사","Spine","21","가정의학과","4월","2"
"국비","CT검사","Chest","21","가정의학과","5월","1"
"국비","골밀도","골밀도","21","가정의학과","5월","2"
"국비","일반검사","Chest","21","가정의학과","5월","19"
"국비","일반검사","Spine","21","가정의학과","5월","2"
"국비","CT검사","Chest","21","가정의학과","6월","1"
"국비","골밀도","골밀도","21","가정의학과","6월","2"
"국비","일반검사","Chest","21","가정의학과","6월","30"
"국비","일반검사","Spine","21","가정의학과","6월","2"
"국비","골밀도","골밀도","21","가정의학과","7월","2"
"국비","기타","Chest","21","가정의학과","7월","1"
"국비","일반검사","Chest","21","가정의학과","7월","22"
"국비","일반검사","Spine","21","가정의학과","7월","2"
"국비","일반검사","Chest","21","가정의학과","8월","19"
"국비","골밀도","골밀도","21","가정의학과","9월","2"
"국비","일반검사","Chest","21","가정의학과","9월","22"
"국비","일반검사","Spine","21","가정의학과","9월","2"
"국비","골밀도","골밀도","21","가정의학과","10월","2"
"국비","일반검사","Chest","21","가정의학과","10월","21"
"국비","일반검사","Spine","21","가정의학과","10월","2"
"국비","골밀도","골밀도","21","가정의학과","11월","2"
"국비","일반검사","Chest","21","가정의학과","11월","24"
"국비","일반검사","Spine","21","가정의학과","11월","2"
"국비","일반검사","Chest","21","가정의학과","12월","20"
"사비","CT검사","Chest","21","가정의학과","1월","1"
"사비","골밀도","골밀도","21","가정의학과","1월","24"
"사비","일반검사","Chest","21","가정의학과","1월","31"
"사비","일반검사","Spine","21","가정의학과","1월","24"
"사비","초음파검사","Abdomen","21","가정의학과","1월","1"
"사비","CT검사","Abdomen & Pelvis","21","가정의학과","2월","1"
"사비","MRI검사","Lower Ext.","21","가정의학과","2월","1"
"사비","골밀도","골밀도","21","가정의학과","2월","18"
"사비","기타","Abdomen","21","가정의학과","2월","1"
"사비","기타","Chest","21","가정의학과","2월","5"
"사비","일반검사","Chest","21","가정의학과","2월","50"
"사비","일반검사","Spine","21","가정의학과","2월","18"
"사비","초음파검사","Doppler","21","가정의학과","2월","1"
"사비","초음파검사","Head & Neck","21","가정의학과","2월","2"
"사비","CT검사","Chest","21","가정의학과","3월","1"
"사비","골밀도","골밀도","21","가정의학과","3월","26"
"사비","기타","Chest","21","가정의학과","3월","6"
"사비","일반검사","Chest","21","가정의학과","3월","53"
"사비","일반검사","Spine","21","가정의학과","3월","24"
"사비","초음파검사","Head & Neck","21","가정의학과","3월","1"
"사비","골밀도","골밀도","21","가정의학과","4월","34"
"사비","기타","Chest","21","가정의학과","4월","1"
"사비","일반검사","Chest","21","가정의학과","4월","28"
"사비","일반검사","Spine","21","가정의학과","4월","34"
"사비","CT검사","Abdomen & Pelvis","21","가정의학과","5월","1"
"사비","CT검사","Chest","21","가정의학과","5월","1"
"사비","골밀도","골밀도","21","가정의학과","5월","32"
"사비","일반검사","Chest","21","가정의학과","5월","57"
"사비","일반검사","Spine","21","가정의학과","5월","32"
